0.000000e+00		3.493499e-02
1.810052e-01		3.502109e-02
3.620104e-01		3.528089e-02
5.430156e-01		3.571894e-02
7.240207e-01		3.634298e-02
9.050259e-01		3.716423e-02
1.086031e+00		3.819777e-02
1.267036e+00		3.946310e-02
1.448041e+00		4.098484e-02
1.629047e+00		4.279371e-02
1.810052e+00		4.492778e-02
1.991057e+00		4.743405e-02
2.172062e+00		5.037056e-02
2.353067e+00		5.380913e-02
2.534073e+00		5.783896e-02
2.715078e+00		6.257134e-02
2.896083e+00		6.814599e-02
3.077088e+00		7.473946e-02
3.258093e+00		8.257667e-02
3.439099e+00		9.194651e-02
3.620104e+00		1.032235e-01
3.801109e+00		1.168981e-01
3.982114e+00		1.336188e-01
4.163119e+00		1.542530e-01
4.344124e+00		1.799733e-01
4.525130e+00		2.123812e-01
4.706135e+00		2.536856e-01
4.887140e+00		3.069535e-01
5.068145e+00		3.764514e-01
5.249150e+00		4.680673e-01
5.430156e+00		5.897061e-01
5.611161e+00		7.512686e-01
5.792166e+00		9.631427e-01
5.973171e+00		1.230908e+00
6.154176e+00		1.543304e+00
6.335181e+00		1.855672e+00
6.516187e+00		2.088545e+00
6.697192e+00		2.168720e+00
6.878197e+00		2.087204e+00
7.059202e+00		1.900394e+00
7.240207e+00		1.677998e+00
7.421213e+00		1.465892e+00
7.602218e+00		1.283488e+00
7.783223e+00		1.134436e+00
7.964228e+00		1.015722e+00
8.145233e+00		9.224762e-01
8.326239e+00		8.499734e-01
8.507244e+00		7.942570e-01
8.688249e+00		7.522204e-01
8.869254e+00		7.215026e-01
9.050259e+00		7.003454e-01
9.231264e+00		6.874616e-01
9.412270e+00		6.819275e-01
9.593275e+00		6.830984e-01
9.774280e+00		6.905406e-01
9.955285e+00		7.039761e-01
1.013629e+01		7.232318e-01
1.031730e+01		7.481891e-01
1.049830e+01		7.787278e-01
1.067931e+01		8.146617e-01
1.086031e+01		8.556598e-01
1.104132e+01		9.011570e-01
1.122232e+01		9.502581e-01
1.140333e+01		1.001651e+00
1.158433e+01		1.053555e+00
1.176534e+01		1.103739e+00
1.194634e+01		1.149640e+00
1.212735e+01		1.188607e+00
1.230835e+01		1.218241e+00
1.248936e+01		1.236769e+00
1.267036e+01		1.243339e+00
1.285137e+01		1.238159e+00
1.303237e+01		1.222419e+00
1.321338e+01		1.198041e+00
1.339438e+01		1.167337e+00
1.357539e+01		1.132678e+00
1.375639e+01		1.096238e+00
1.393740e+01		1.059847e+00
1.411840e+01		1.024935e+00
1.429941e+01		9.925468e-01
1.448041e+01		9.633937e-01
1.466142e+01		9.379219e-01
1.484243e+01		9.163777e-01
1.502343e+01		8.988653e-01
1.520444e+01		8.853918e-01
1.538544e+01		8.759000e-01
1.556645e+01		8.702916e-01
1.574745e+01		8.684398e-01
1.592846e+01		8.701956e-01
1.610946e+01		8.753879e-01
1.629047e+01		8.838188e-01
1.647147e+01		8.952549e-01
1.665248e+01		9.094169e-01
1.683348e+01		9.259671e-01
1.701449e+01		9.444974e-01
1.719549e+01		9.645199e-01
1.737650e+01		9.854625e-01
1.755750e+01		1.006673e+00
1.773851e+01		1.027431e+00
1.791951e+01		1.046978e+00
1.810052e+01		1.064553e+00
1.828152e+01		1.079446e+00
1.846253e+01		1.091048e+00
1.864353e+01		1.098904e+00
1.882454e+01		1.102755e+00
1.900554e+01		1.102556e+00
1.918655e+01		1.098481e+00
1.936755e+01		1.090898e+00
1.954856e+01		1.080325e+00
1.972957e+01		1.067390e+00
1.991057e+01		1.052767e+00
2.009158e+01		1.037135e+00
2.027258e+01		1.021140e+00
2.045359e+01		1.005363e+00
2.063459e+01		9.903080e-01
2.081560e+01		9.763952e-01
2.099660e+01		9.639606e-01
2.117761e+01		9.532617e-01
2.135861e+01		9.444855e-01
2.153962e+01		9.377564e-01
2.172062e+01		9.331446e-01
2.190163e+01		9.306722e-01
2.208263e+01		9.303182e-01
2.226364e+01		9.320223e-01
2.244464e+01		9.356860e-01
2.262565e+01		9.411735e-01
2.280665e+01		9.483108e-01
2.298766e+01		9.568855e-01
2.316866e+01		9.666462e-01
2.334967e+01		9.773037e-01
2.353067e+01		9.885338e-01
2.371168e+01		9.999827e-01
2.389268e+01		1.011276e+00
2.407369e+01		1.022031e+00
2.425469e+01		1.031873e+00
2.443570e+01		1.040450e+00
2.461671e+01		1.047458e+00
2.479771e+01		1.052650e+00
2.497872e+01		1.055860e+00
2.515972e+01		1.057006e+00
2.534073e+01		1.056101e+00
2.552173e+01		1.053242e+00
2.570274e+01		1.048611e+00
2.588374e+01		1.042452e+00
2.606475e+01		1.035060e+00
2.624575e+01		1.026759e+00
2.642676e+01		1.017886e+00
2.660776e+01		1.008775e+00
2.678877e+01		9.997405e-01
2.696977e+01		9.910716e-01
2.715078e+01		9.830230e-01
2.733178e+01		9.758115e-01
2.751279e+01		9.696149e-01
2.769379e+01		9.645710e-01
2.787480e+01		9.607795e-01
2.805580e+01		9.583030e-01
2.823681e+01		9.571689e-01
2.841781e+01		9.573711e-01
2.859882e+01		9.588714e-01
2.877982e+01		9.616006e-01
2.896083e+01		9.654600e-01
2.914183e+01		9.703223e-01
2.932284e+01		9.760336e-01
2.950385e+01		9.824149e-01
2.968485e+01		9.892659e-01
2.986586e+01		9.963687e-01
3.004686e+01		1.003494e+00
3.022787e+01		1.010406e+00
3.040887e+01		1.016875e+00
3.058988e+01		1.022682e+00
3.077088e+01		1.027629e+00
3.095189e+01		1.031551e+00
3.113289e+01		1.034321e+00
3.131390e+01		1.035857e+00
3.149490e+01		1.036130e+00
3.167591e+01		1.035156e+00
3.185691e+01		1.033003e+00
3.203792e+01		1.029783e+00
3.221892e+01		1.025643e+00
3.239993e+01		1.020759e+00
3.258093e+01		1.015326e+00
3.276194e+01		1.009549e+00
3.294294e+01		1.003634e+00
3.312395e+01		9.977802e-01
3.330495e+01		9.921738e-01
3.348596e+01		9.869828e-01
3.366696e+01		9.823541e-01
3.384797e+01		9.784101e-01
3.402897e+01		9.752482e-01
3.420998e+01		9.729397e-01
3.439099e+01		9.715299e-01
3.457199e+01		9.710382e-01
3.475300e+01		9.714590e-01
3.493400e+01		9.727622e-01
3.511501e+01		9.748943e-01
3.529601e+01		9.777796e-01
3.547702e+01		9.813219e-01
3.565802e+01		9.854061e-01
3.583903e+01		9.899009e-01
3.602003e+01		9.946618e-01
